Gene	GC	Length
ENSG00000126259.KIRREL2	56.39	11273
ENSG00000202358.U6	36.45	106
ENSG00000266276.MIR4743	53.62	68
ENSG00000207305.Y_RNA	38.89	107
ENSG00000162782.TDRD5	36.77	99659
ENSG00000174950.CD164L2	60.40	4204
ENSG00000140395.WDR61	43.39	21959
ENSG00000227055.AC009961.5	40.03	1775
ENSG00000268699.GAB3	40.81	76331
ENSG00000181690.PLAG1	38.74	50420
ENSG00000225056.RP11-218C14.5	53.00	1165
ENSG00000232736.AC007551.2	46.44	518
ENSG00000105808.RASA4	55.58	63223
ENSG00000259758.CTA-204B4.6	43.06	9345
ENSG00000254983.RP11-573E11.2	36.64	4683
ENSG00000247679.RP11-1277A3.1	45.07	8501
ENSG00000233797.UFL1-AS1	37.42	163295
ENSG00000224862.XXbac-BPG27H4.8	48.38	8637
ENSG00000232821.AC003986.6	39.99	1797
ENSG00000130811.EIF3G	59.24	4903
ENSG00000262727.LILRB1	46.76	63645
ENSG00000261084.PPP1R1AP2	55.42	396
ENSG00000262324.CH17-93H22.3	37.53	929
ENSG00000243667.WDR92	39.84	34624
ENSG00000050165.DKK3	49.18	46663
ENSG00000224375.AC009276.4	41.49	3846
ENSG00000228207.AC007967.2	57.43	2073
ENSG00000259683.RP11-182J1.14	54.93	6174
ENSG00000172927.MYEOV	49.09	120889
ENSG00000243468.INGX	61.44	1249
ENSG00000261666.RP11-360A9.2	33.40	3544
ENSG00000204842.ATXN2	41.99	147462
ENSG00000233945.RP11-344L13.2	38.63	3033
ENSG00000264890.AC011379.1	46.67	89
ENSG00000118849.RARRES1	43.91	35804
ENSG00000164946.FREM1	39.39	176329
ENSG00000228195.RP11-498B4.7	45.98	1356
ENSG00000228521.AC099552.3	60.69	1042
ENSG00000260869.AC002310.13	51.84	24052
ENSG00000254219.GS1-251I9.2	38.54	2072
ENSG00000204438.GPANK1	53.99	5054
ENSG00000005810.MYCBP2	35.72	282393
ENSG00000232652.XXbac-BPG13B8.10	47.64	13047
ENSG00000135423.GLS2	47.06	17462
ENSG00000236408.RP11-476H24.1	45.46	27095
ENSG00000265895.hsa-mir-1236	54.90	101
ENSG00000233167.EEF1A1P26	43.14	1362
ENSG00000132603.NIP7	45.71	3681
ENSG00000236836.PCYT1B-AS1	42.73	8164
ENSG00000233839.RP11-389O22.4	53.90	409
ENSG00000267326.AC015849.14	38.82	473
ENSG00000263463.MIR378I	57.89	75
ENSG00000224628.RP5-854E16.2	54.38	1518
ENSG00000249613.RP13-612N21.1	36.15	19824
ENSG00000170615.SLC26A5	40.33	93447
ENSG00000249122.RP11-227F19.2	45.08	6996
ENSG00000254242.RP11-1080G15.2	40.99	23291
ENSG00000118454.ANKRD13C	37.55	94146
ENSG00000136758.YME1L1	38.42	44812
ENSG00000265257.RP11-21J18.1	37.23	151610
ENSG00000268409.U82695.1	47.62	293
ENSG00000173467.AGR3	35.19	22582
ENSG00000132740.IGHMBP2	50.65	36760
ENSG00000231949.RP4-591L5.2	53.24	5283
ENSG00000116962.NID1	44.98	89332
ENSG00000228002.DHX9P1	43.24	5721
ENSG00000129277.CCL4	48.82	2031
ENSG00000202392.7SK	53.63	316
ENSG00000145850.TIMD4	42.63	43973
ENSG00000261830.TRBJ2-1	60.00	49
ENSG00000228846.OR2N1P	44.82	936
ENSG00000139617.RP11-298P3.4	40.18	48221
ENSG00000250751.RP11-613C6.2	48.84	11726
ENSG00000261843.SEPT9	54.75	220027
ENSG00000157870.FAM213B	64.59	4978
ENSG00000224308.RP1-13P20.6	42.80	19170
ENSG00000268562.TSEN34	59.78	3796
ENSG00000261513.RP11-432I5.8	77.26	1050
ENSG00000238047.MTND1P30	39.07	900
ENSG00000232539.AP000288.2	49.43	7154
ENSG00000203606.AC004832.1	57.20	700
ENSG00000225707.RP11-95K23.2	37.74	309
ENSG00000242808.SOX2-OT	37.90	847110
ENSG00000238505.SNORD11B	36.67	89
ENSG00000233436.BTBD18	45.75	8267
ENSG00000260875.AC097374.5	43.25	399
ENSG00000199803.U6	40.19	106
ENSG00000101972.STAG2	39.19	462452
ENSG00000136720.HS6ST1	53.08	81861
ENSG00000237552.RP11-415A20.1	39.66	21143
ENSG00000160191.PDE9A	51.29	121873
ENSG00000258537.FRMD6-AS2	40.31	145440
ENSG00000268931.RP11-886P16.6	52.27	4472
ENSG00000224415.RPL19P12	51.10	590
ENSG00000258919.RP11-1029J19.4	50.44	3546
ENSG00000176354.AC097359.1	53.65	2383
ENSG00000234730.AF241725.4	36.14	48674
ENSG00000255310.AF131215.2	43.85	2708
ENSG00000143369.ECM1	55.19	5727
ENSG00000141404.GNAL	44.14	196729
ENSG00000231015.RP5-860P4.2	48.17	1444
ENSG00000186795.KCNK18	50.58	12810
ENSG00000253468.KB-1517D11.2	45.07	902
ENSG00000154277.UCHL1	44.57	12042
ENSG00000231322.RPL13AP17	38.95	12316
ENSG00000212572.U6	37.61	108
ENSG00000144485.HES6	70.08	2395
ENSG00000224065.SRIP2	51.15	216
ENSG00000215020.AL591684.1	52.91	23920
ENSG00000126602.TRAP1	50.88	65958
ENSG00000253356.RP11-90P5.2	48.59	15031
ENSG00000234183.AC004854.4	49.87	1152
ENSG00000255122.RP11-303G3.6	44.79	776
ENSG00000204480.PRAMEF19	49.22	3516
ENSG00000257428.BX248096.1	61.18	84
ENSG00000207067.SNORA72	40.15	131
ENSG00000269193.AC098617.2	39.34	8555
ENSG00000238924.U7	39.68	62
ENSG00000262744.RHBDD2	47.79	46324
ENSG00000262155.RP11-266L9.5	52.86	2006
ENSG00000198327.HIST1H4F	53.85	415
ENSG00000172795.DCP2	37.78	44268
ENSG00000238740.snoU13	41.35	103
ENSG00000256975.RP11-525E9.1	38.87	2093
ENSG00000226615.AC018696.1	68.49	218
ENSG00000115459.ELMOD3	46.14	37358
ENSG00000106714.CNTNAP3	38.26	215692
ENSG00000265511.RP11-524F11.1	62.94	957
ENSG00000237824.AC010747.2	46.02	451
ENSG00000228312.GAPDHP45	55.59	348
ENSG00000236882.C5orf27	46.19	7901
ENSG00000228658.RP11-791O21.5	48.38	4660
ENSG00000260067.RP11-98C8.1	28.83	162
ENSG00000244187.TMEM141	58.07	9203
ENSG00000263234.CTD-2135D7.3	40.28	1670
ENSG00000224066.RP4-622L5.7	59.24	2045
ENSG00000230158.MTND1P28	38.84	949
ENSG00000265100.RP11-147L13.2	57.86	1309
ENSG00000229453.SPINK8	39.98	21495
ENSG00000202021.Y_RNA	41.18	101
ENSG00000214890.CTD-2299I21.1	40.97	1012
ENSG00000267830.AL662890.4	60.94	63
ENSG00000258398.RP11-218E20.6	41.24	3653
ENSG00000232226.ARSFP1	38.39	5712
ENSG00000251366.DBIP2	43.51	261
ENSG00000125872.LRRN4	51.18	13271
ENSG00000257914.AL662834.2	79.25	688
ENSG00000176915.ANKLE2	51.04	36220
ENSG00000120889.TNFRSF10B	43.23	49046
ENSG00000130939.UBE4B	44.12	148407
ENSG00000114503.NCBP2	44.00	7195
ENSG00000229390.MICD	57.21	1663
ENSG00000265349.RP11-55L4.2	45.32	6557
ENSG00000213149.CNN2P9	58.97	908
ENSG00000206692.Y_RNA	39.32	116
ENSG00000264849.AC019198.1	56.12	97
ENSG00000210195.J01415.21	37.88	65
ENSG00000038219.BOD1L1	38.88	58985
ENSG00000154153.FAM134B	42.39	144020
ENSG00000265441.AL132768.1	88.00	74
ENSG00000232415.CTB-51J22.1	58.91	2708
ENSG00000259379.RP11-925D8.5	36.90	1801
ENSG00000261907.AC010614.1	41.70	2066
ENSG00000176422.SPRYD4	50.55	2462
ENSG00000131495.NDUFA2	50.90	9045
ENSG00000237553.RP11-140C18.2	42.27	219
ENSG00000206298.PSMB8	50.56	3986
ENSG00000252928.RNU6-64	43.81	104
ENSG00000231302.RPL36P2	56.83	314
ENSG00000262030.WBSCR22	54.07	22136
ENSG00000261725.RP11-480G7.3	42.58	255
ENSG00000103254.FAM173A	71.94	2020
ENSG00000234466.RP11-266I3.1	40.27	893
ENSG00000235410.RP11-397C18.2	44.04	13321
ENSG00000198049.AVPR1B	51.59	7663
ENSG00000171453.POLR1C	50.10	19883
ENSG00000200367.SNORD113-8	39.19	73
ENSG00000197256.KANK2	52.98	33524
ENSG00000230134.HCG24	42.75	2984
ENSG00000231213.PLSCR5	33.23	29661
ENSG00000135447.PPP1R1A	53.67	13272
ENSG00000123009.NME2P1	53.82	692
ENSG00000213232.PPP1R2P10	45.71	594
ENSG00000258415.RP11-32B5.4	75.84	537
ENSG00000265348.HYDIN2	42.06	38973
ENSG00000125734.GPR108	60.38	7689
ENSG00000266986.RP11-428O23.1	54.45	1314
ENSG00000205767.CTD-2302E22.1	47.06	356
ENSG00000158290.CUL4B	39.25	51185
ENSG00000268129.RP11-91G21.1	48.66	560
ENSG00000260924.AC004463.6	63.14	1437
ENSG00000227358.RP11-180I4.1	47.32	354
ENSG00000231467.RP5-1170K4.7	56.87	2779
ENSG00000223486.AC092198.1	56.45	2906
ENSG00000113621.TXNDC15	46.17	27722
ENSG00000258402.RP11-516J2.1	43.00	29123
ENSG00000118482.PHF3	36.06	143504
ENSG00000203780.FANK1	41.49	113053
ENSG00000185527.PDE6G	55.06	12653
ENSG00000211813.TRAV34	45.23	607
ENSG00000243404.RPL35AP32	45.51	322
ENSG00000233217.C1orf81	45.49	45536
ENSG00000253726.RP11-313C15.1	38.00	19798
ENSG00000126870.WDR60	46.03	100169
ENSG00000163191.S100A11	45.08	15401
ENSG00000151498.ACAD8	47.88	12360
ENSG00000105991.HOXA1	46.80	3003
ENSG00000198633.ZNF534	42.56	23128
ENSG00000224831.RP11-651P23.4	52.17	1130
ENSG00000224672.AC007272.3	45.07	1754
ENSG00000145113.MUC4	53.76	65512
ENSG00000262691.CTC-277H1.7	45.76	2676
ENSG00000261346.RP11-297C4.2	49.45	12173
ENSG00000182574.RP3-341D10.1	42.46	934
ENSG00000187554.TLR5	46.61	33876
ENSG00000264200.MIR4693	29.33	74
ENSG00000261894.AC005488.12	51.84	7753
ENSG00000250977.RP11-173E2.2	43.67	844
ENSG00000235360.C6orf47	56.93	2472
ENSG00000256142.AL513327.1	53.27	1345
ENSG00000226624.CTA-351J1.1	56.23	609
ENSG00000268119.CTD-2561J22.5	40.82	19667
ENSG00000100678.SLC8A3	43.55	144853
ENSG00000008735.MAPK8IP2	63.07	13295
ENSG00000206906.U6	40.19	106
ENSG00000228437.RP11-400N13.2	43.46	18623
ENSG00000260415.RP11-923I11.1	47.34	2859
ENSG00000187657.TSPY13P	51.20	2544
ENSG00000214239.AL591025.1	55.35	1851
ENSG00000224142.AMMECR1-IT1	43.78	1801
ENSG00000070770.CSNK2A2	41.31	40013
ENSG00000251223.RP11-627H22.5	41.92	1533
ENSG00000267507.CTD-2587H24.1	51.32	1133
ENSG00000266897.AC005546.2	51.19	839
ENSG00000254052.IGHVIII-67-4	47.64	295
ENSG00000254081.CTD-3025N20.2	41.28	35772
ENSG00000168159.RNF187	56.59	8705
ENSG00000268181.AC073188.1	72.04	446
ENSG00000256125.RP5-944M2.4	48.04	330
ENSG00000231342.ATF4P2	53.40	1072
ENSG00000198894.KIAA1737	43.02	19190
ENSG00000153048.CARHSP1	55.97	16067
ENSG00000244687.UBE2V1	44.49	34835
ENSG00000117593.DARS2	40.56	34043
ENSG00000229154.KCNQ5-AS1	39.74	8711
ENSG00000188761.BCL2L15	42.33	9379
ENSG00000221375.U6atac	32.52	122
ENSG00000212496.U6	36.45	106
ENSG00000237690.OR2B4P	47.40	942
ENSG00000240489.SETP14	41.81	872
ENSG00000243566.UPK3B	40.84	508595
ENSG00000257149.AC127032.1	39.97	15795
ENSG00000225402.AC010878.3	41.55	1046
ENSG00000258073.RP11-1079J22.1	51.72	144
ENSG00000249356.RP11-21I10.2	40.55	973
ENSG00000226387.RP11-483B5.3	46.30	1606
ENSG00000223361.FTH1P10	51.61	929
ENSG00000165496.RPL10L	52.42	806
ENSG00000197249.SERPINA1	51.80	13946
ENSG00000008226.DLEC1	48.50	84820
ENSG00000223972.DDX11L1	57.51	2543
ENSG00000263971.U1	44.74	151
ENSG00000076555.ACACB	46.78	151631
ENSG00000264953.AC093602.1	58.62	86
ENSG00000267593.RP11-108P20.4	45.24	20484
ENSG00000159348.CYB5R1	50.33	5411
ENSG00000269331.TMC4	56.05	13098
ENSG00000179799.OR7E22P	47.87	987
ENSG00000157168.NRG1	37.90	1125646
ENSG00000251544.MTND5P12	44.65	1448
ENSG00000269227.RP11-345P4.6	50.22	1122
ENSG00000255313.RP11-1082L8.2	46.23	7241
ENSG00000156831.NSMCE2	39.89	275441
ENSG00000266733.TBC1D29	53.21	6381
ENSG00000204410.MSH5	48.86	24897
ENSG00000198523.PLN	34.41	12432
ENSG00000163746.PLSCR2	37.31	104570
ENSG00000118873.RAB3GAP2	37.80	124161
ENSG00000224345.AKIRIN2-AS1	49.90	1015
ENSG00000215417.MIR17HG	44.48	6759
ENSG00000200817.U6	38.32	106
ENSG00000103978.TMEM87A	38.95	63131
ENSG00000249721.RP11-83M16.4	42.67	388
ENSG00000241673.RPS27P12	52.71	257
ENSG00000206604.U6	40.20	101
ENSG00000101391.CDK5RAP1	44.40	42722
ENSG00000255035.RP1-239B22.4	50.20	509
ENSG00000249755.RP11-466G12.2	49.16	1010
ENSG00000206606.U6	35.51	106
ENSG00000237456.RP11-154D3.1	53.58	404
ENSG00000240219.RP11-430C7.5	52.59	2937
ENSG00000173041.ZNF680	38.98	43222
ENSG00000233276.GPX1	63.79	1424
ENSG00000249647.CTC-349C3.2	51.74	11945
ENSG00000147573.TRIM55	40.98	48589
ENSG00000132382.MYBBP1A	59.89	16734
ENSG00000249751.ECSCR	49.68	58083
ENSG00000142751.GPN2	49.39	11015
ENSG00000206914.Y_RNA	41.18	101
ENSG00000219500.RP11-15J23.1	56.34	425
ENSG00000227194.GLUD1P7	53.19	6100
ENSG00000106153.CHCHD2	45.29	5007
ENSG00000211879.TRAJ10	48.44	63
ENSG00000257704.PRR24	70.41	837
ENSG00000264121.AL157775.1	17.65	101
ENSG00000259883.CTD-2382E5.4	45.32	7466
ENSG00000226766.FABP7P1	40.41	390
ENSG00000135960.EDAR	48.85	94901
ENSG00000241767.RP11-71H9.1	34.67	117385
ENSG00000238844.AC083875.1	42.86	90
ENSG00000201199.snoU2_19	41.25	79
ENSG00000170477.KRT4	49.03	8002
ENSG00000196095.AC126182.1	52.12	400
ENSG00000265372.MIR4675	54.55	76
ENSG00000221697.MIR1275	51.25	79
ENSG00000200897.SNORD74	45.68	80
ENSG00000075151.EIF4G3	39.36	370405
ENSG00000105677.TMEM147	58.59	1931
ENSG00000214526.AP000343.1	55.06	384
ENSG00000104447.TRPS1	35.81	401175
ENSG00000251360.KHDC1P1	53.21	997
ENSG00000243312.RP11-397E7.1	46.54	1213
ENSG00000200534.SNORA33	40.77	129
ENSG00000168126.OR2W6P	48.67	938
ENSG00000249814.RPSAP2	50.23	887
ENSG00000262936.LAIR1	49.60	16905
ENSG00000145604.SKP2	39.76	32330
ENSG00000228885.LL0XNC01-250H12.2	35.86	487
ENSG00000260665.DUX4L4	73.14	1276
ENSG00000201518.RNA5SP513	55.08	117
ENSG00000240379.Metazoa_SRP	55.94	285
ENSG00000195024.RNU1-15P	45.83	143
ENSG00000239553.Metazoa_SRP	54.33	288
ENSG00000252546.RNA5SP466	43.52	107
ENSG00000238551.U6	35.51	106
ENSG00000255257.AC025016.1	40.10	6233
ENSG00000247596.TWF2	59.70	10551
ENSG00000259195.RP11-158M2.6	54.60	173
ENSG00000162852.CNST	41.32	102140
ENSG00000175467.SART1	55.30	18139
ENSG00000254075.IGLVV-66	55.19	461
ENSG00000269353.AC092071.1	47.01	1103
ENSG00000143256.PFDN2	44.14	17555
ENSG00000118004.COLEC11	51.17	49622
ENSG00000200480.SNORD114-28	47.22	71
ENSG00000205644.CTD-2375G15.1	56.55	869
ENSG00000225845.BTNL2	42.34	14266
ENSG00000202072.Y_RNA	37.89	94
ENSG00000222874.7SK	47.94	339
ENSG00000206072.SERPINB11	38.04	76314
ENSG00000144524.COPS7B	44.88	27712
ENSG00000227384.HLA-DRB9	40.78	13681
ENSG00000255077.OR4X7P	46.35	191
ENSG00000232264.USP17L24	52.35	1592
ENSG00000238661.snoU13	44.00	99
ENSG00000246596.RP11-1277A3.2	41.11	53150
ENSG00000259968.RP11-428C6.2	46.88	1074
ENSG00000211976.IGHV3-73	54.07	539
ENSG00000173914.RBM4B	43.90	12923
ENSG00000224597.RP11-534G20.3	42.95	78343
ENSG00000216639.RP3-355L5.3	53.68	746
ENSG00000188313.PLSCR1	36.31	29684
ENSG00000231880.KBTBD4	50.64	546
ENSG00000255390.RP11-732A19.5	63.07	871
ENSG00000155636.RBM45	37.16	24380
ENSG00000215368.RP11-190I17.4	59.25	480
ENSG00000134352.IL6ST	37.41	59898
ENSG00000143819.EPHX1	50.77	35466
ENSG00000147123.NDUFB11	52.30	3288
ENSG00000228246.AC006028.9	53.86	5155
ENSG00000230060.C6orf25	53.55	8116
ENSG00000241566.IGKV2D-24	45.74	832
ENSG00000260458.KCNJ18	57.72	12089
ENSG00000155380.SLC16A1	40.76	45166
ENSG00000211892.IGHG4	62.73	1716
ENSG00000208018.MIR645	56.38	93
ENSG00000263794.Metazoa_SRP	54.74	284
ENSG00000252818.U7	33.96	52
ENSG00000262073.CLDN3	69.21	1272
ENSG00000237802.FAM197Y6	40.48	7905
ENSG00000252102.SNORA63	41.84	97
ENSG00000252323.U6	32.71	106
ENSG00000216166.AC131160.1	31.65	78
ENSG00000233757.AC092835.2	41.34	8068
ENSG00000162946.DISC1	42.18	414457
ENSG00000243960.RP11-552M11.4	41.95	2726
ENSG00000224236.MRRFP1	45.85	1674
ENSG00000048028.USP28	41.45	77696
ENSG00000255203.OR7E2P	47.47	888
ENSG00000196861.AC002994.1	46.60	647
ENSG00000171505.OR1N1	50.32	935
ENSG00000199979.Y_RNA	42.16	101
ENSG00000233848.RP3-348I23.2	37.01	44591
ENSG00000264356.Metazoa_SRP	48.94	281
ENSG00000132680.KIAA0907	42.57	21357
ENSG00000228060.RP11-15J6.1	44.57	8043
ENSG00000050344.NFE2L3	44.64	34885
ENSG00000229051.RP5-952N6.1	38.02	80015
ENSG00000263122.RP11-66N11.7	56.05	2231
ENSG00000164574.GALNT10	44.29	230254
ENSG00000269462.KDM5C-IT1	45.91	2271
ENSG00000234374.RP11-84A14.2	54.19	656
ENSG00000235027.AC068580.6	63.53	2138
ENSG00000206847.Y_RNA	38.60	113
ENSG00000177257.DEFB4B	43.26	2003
ENSG00000229682.AC114755.5	50.60	667
ENSG00000255893.RP11-685N10.1	39.22	662
ENSG00000261157.DUX4L9	71.80	1258
ENSG00000200882.U6	35.58	103
ENSG00000200860.Y_RNA	39.45	108
ENSG00000238216.HCG20	48.78	3568
ENSG00000236303.RP11-540N6.1	46.31	44087
ENSG00000240002.YBX1P3	51.27	908
ENSG00000100209.HSCB	46.70	15484
ENSG00000203942.C10orf62	56.49	1240
ENSG00000070087.PFN2	39.59	85884
ENSG00000237366.OR2U1P	43.86	1376
ENSG00000132481.TRIM47	65.14	4414
ENSG00000147724.FAM135B	42.30	366799
ENSG00000136936.XPA	38.79	22448
ENSG00000252418.U6	44.00	74
ENSG00000223062.U6	45.28	105
ENSG00000233272.PNPT1P2	35.96	2763
ENSG00000242067.RPL9P28	43.35	578
ENSG00000269734.AC245102.1	42.48	112
ENSG00000108604.SMARCD2	55.99	10981
ENSG00000259654.RP11-245C17.2	45.81	1062
ENSG00000156273.BACH1	39.61	436679
ENSG00000234067.RP11-528N21.3	42.06	893
ENSG00000220553.RP11-173O8.1	38.07	892
ENSG00000105467.SYNGR4	54.82	11981
ENSG00000260035.CTD-2651B20.6	50.00	307
ENSG00000260288.RP11-24M17.4	49.10	25501
ENSG00000252672.snoZ185	47.13	86
ENSG00000267089.CTC-499B15.8	44.45	1198
ENSG00000231100.RP11-740C1.2	45.62	832
ENSG00000259357.RP11-316M1.12	47.35	998
ENSG00000255107.RP11-159H10.1	51.53	1276
ENSG00000183833.MAATS1	38.23	64080
ENSG00000070785.EIF2B3	42.52	135832
ENSG00000260215.TRBV12-1	47.18	442
ENSG00000130876.SLC7A10	57.80	17185
ENSG00000242874.AC068137.1	62.12	1781
ENSG00000207251.U6	44.23	103
ENSG00000251828.SNORA31	41.79	133
ENSG00000201579.U6	42.31	103
ENSG00000266538.RP11-385D13.3	50.16	316
ENSG00000197214.TCEA1P1	43.77	874
ENSG00000230013.RP11-217B7.3	56.90	985
ENSG00000170231.FABP6	48.54	51368
ENSG00000247228.RP11-296I10.3	49.24	17108
ENSG00000238791.snoU13	44.66	102
ENSG00000185608.MRPL40	51.63	4173
ENSG00000204084.INPP5B	46.64	86360
ENSG00000260894.CTD-2012K14.4	54.65	268
ENSG00000239891.Metazoa_SRP	53.87	296
ENSG00000235617.XXbac-B476C20.10	49.46	276
ENSG00000164023.SGMS2	38.02	90484
ENSG00000206171.RNASE12	43.02	443
ENSG00000135617.PRADC1	52.11	5232
ENSG00000135679.MDM2	39.06	37258
ENSG00000185031.RP11-182I10.4	46.82	1479
ENSG00000232150.ST13P4	46.48	1092
ENSG00000143851.PTPN7	52.92	14575
ENSG00000229760.RP11-266I3.5	42.56	530
ENSG00000160396.HIPK4	53.96	10916
ENSG00000251686.OR10J8P	46.29	928
ENSG00000152207.CYSLTR2	43.05	2547
ENSG00000185662.C5orf50	41.88	8726
ENSG00000260151.RP11-748L13.6	34.28	1481
ENSG00000263896.U6	46.60	102
ENSG00000250260.RP11-325L7.2	43.92	780
ENSG00000198380.GFPT1	39.50	67477
ENSG00000101079.NDRG3	44.49	94312
ENSG00000264012.RP11-627G18.2	35.06	1197
ENSG00000105576.TNPO2	54.01	24817
ENSG00000266145.RHOT1P1	41.98	323
ENSG00000161813.LARP4	41.45	87621
ENSG00000158445.KCNB1	48.01	114238
ENSG00000136698.CFC1	53.19	6784
ENSG00000223878.AC005517.3	48.47	488
ENSG00000199157.MIR208A	51.81	82
ENSG00000252447.snoU13	39.13	91
ENSG00000252338.U6	37.14	104
ENSG00000241181.AC093734.13	65.64	2435
ENSG00000214823.NXT1P1	51.27	315
ENSG00000222394.Y_RNA	41.82	109
ENSG00000249738.AC008697.1	41.81	51901
ENSG00000005189.AC004381.6	39.89	43239
ENSG00000236348.PSMC1P10	43.71	1326
ENSG00000184012.TMPRSS2	49.10	66565
ENSG00000164530.PI16	48.25	377302
ENSG00000149656.LINC00266-1	38.50	22747
ENSG00000221179.AC016670.1	33.33	95
ENSG00000251696.AL583832.1	52.75	90
ENSG00000137413.TAF8	45.88	36948
ENSG00000249815.RP11-269F21.3	36.43	245817
ENSG00000072041.SLC6A15	34.55	53902
ENSG00000164049.FBXW12	43.24	28957
ENSG00000035141.FAM136A	48.46	6115
ENSG00000223966.RP11-141J10.2	40.98	4816
ENSG00000004864.SLC25A13	39.76	201927
ENSG00000130119.GNL3L	47.94	30860
ENSG00000114200.BCHE	32.30	64568
ENSG00000144895.EIF2A	37.58	37564
ENSG00000239443.PABPC1P10	50.66	380
ENSG00000187672.ERC2	40.68	960055
ENSG00000143412.ANXA9	49.92	13617
ENSG00000188647.PTAR1	36.03	50437
ENSG00000230749.MEIS1-AS2	50.78	2748
ENSG00000259775.RP11-45P15.4	35.16	693
ENSG00000234274.COX7BP2	40.91	241
ENSG00000268419.LINC00086	62.80	3814
ENSG00000234637.RP11-553J6.1	47.58	432
ENSG00000257709.BX927139.3	51.18	169
ENSG00000232442.CTD-3184A7.4	62.33	1597
ENSG00000256664.RP11-611O2.3	37.59	438
ENSG00000263371.AP000673.1	39.51	80
ENSG00000115598.IL1RL2	41.71	53029
ENSG00000258188.RP11-146E13.4	40.40	47794
ENSG00000205745.PP13004	51.24	6652
ENSG00000144771.LRTM1	44.17	48851
ENSG00000105967.TFEC	35.00	224748
ENSG00000218305.AC006024.4	40.83	6251
ENSG00000221878.PSG7	45.33	13044
ENSG00000258096.RP11-474P2.2	59.89	2315
ENSG00000248486.RP1-137K24.1	37.33	74402
ENSG00000211654.IGLV5-37	54.03	495
ENSG00000226953.AC010890.1	38.41	19794
ENSG00000212308.RNA5SP23	45.71	104
ENSG00000251044.CTD-2582M21.1	37.19	362
ENSG00000259054.AE000662.93	59.31	751
ENSG00000215968.AC007560.2	28.26	91
ENSG00000264593.Metazoa_SRP	51.88	292
ENSG00000235836.AC124944.4	42.39	610
ENSG00000224338.RP11-149P14.1	43.01	564
ENSG00000207758.MIR532	51.65	90
ENSG00000265653.MIR548AK	36.84	56
ENSG00000164932.CTHRC1	39.94	11482
ENSG00000167077.MEI1	46.77	99957
ENSG00000103044.HAS3	54.99	13155
ENSG00000255506.RP11-203F8.1	41.81	18135
ENSG00000214725.CTD-2574D22.5	52.78	4457
ENSG00000224563.LPP-AS1	36.40	6428
ENSG00000255287.RP11-676F20.3	37.17	225
ENSG00000243494.CTC-550B14.1	49.25	600
ENSG00000265548.AL662825.3	58.44	76
ENSG00000265765.RP11-495P10.3	42.03	15637
ENSG00000154102.C16orf74	53.75	43566
ENSG00000233414.CNN2P5	58.49	900
ENSG00000242756.RHOT1P3	43.50	330
ENSG00000236514.RP11-162G10.5	49.23	1370
ENSG00000204149.AGAP6	40.81	22181
ENSG00000258866.RP11-991C1.2	49.38	2733
ENSG00000204487.LTB	61.79	1967
ENSG00000202536.Y_RNA	39.60	100
ENSG00000267206.LCN6	64.85	4517
ENSG00000254664.CTD-2560E9.3	48.47	19477
ENSG00000115163.CENPA	48.97	36778
ENSG00000196826.ZNF709	44.43	89915
ENSG00000131931.THAP1	41.03	6651
ENSG00000179452.RP11-380B22.1	50.29	2216
ENSG00000189419.RP11-168G16.1	47.65	5776
ENSG00000235883.AC012379.1	56.76	591
ENSG00000267466.RP11-13K12.5	51.46	5327
ENSG00000224776.RP11-361A21.1	49.77	851
ENSG00000266505.RP11-629E24.2	50.39	1779
ENSG00000214309.MBLAC1	65.48	1801
ENSG00000207583.MIR606	38.54	95
ENSG00000220884.MESTP1	49.90	993
ENSG00000221411.MIR1227	69.32	87
ENSG00000217786.RP3-508D13.1	40.94	639
ENSG00000116819.TFAP2E	52.53	21958
ENSG00000243250.RPS6P16	43.97	654
ENSG00000242618.RP11-433A10.2	43.01	6948
ENSG00000237257.MTND2P8	36.59	1024
ENSG00000226288.OR52I2	48.70	1114
ENSG00000221567.AF228730.2	38.26	148
ENSG00000102078.SLC25A14	37.86	33461
ENSG00000206149.HERC2P9	42.75	95772
ENSG00000257356.RP11-754I20.2	40.08	498
ENSG00000233033.CASK-AS1	45.85	2300
ENSG00000248590.GLDCP	50.37	2677
ENSG00000235629.AC090952.5	45.28	1238
ENSG00000228586.AC005042.5	44.64	67872
ENSG00000229151.RP11-348F1.3	38.38	39518
ENSG00000223249.Y_RNA	38.54	95
ENSG00000177398.UMODL1	52.26	80037
ENSG00000165120.C7orf45	39.51	8983
ENSG00000249504.PCDHA14	53.63	2244
ENSG00000164088.PPM1M	57.93	4772
ENSG00000269859.CTD-2537I9.16	59.80	499
ENSG00000140835.CHST4	46.23	13513
ENSG00000254009.IGKV2D-38	45.42	239
ENSG00000267212.CTD-2659N19.9	52.40	562
ENSG00000236226.RP11-645N11.3	34.77	1250
ENSG00000226082.RP11-24H1.1	51.56	511
ENSG00000264117.RP11-337C18.7	50.06	794
ENSG00000219481.NBPF1	44.03	51160
ENSG00000255774.AP000439.3	54.38	2807
ENSG00000250040.AC006499.8	48.47	1695
ENSG00000267583.RP11-322E11.5	43.31	23219
ENSG00000102452.NALCN	37.99	362713
ENSG00000163116.STPG2	35.82	959147
ENSG00000197426.AC103710.1	46.88	863
ENSG00000256732.RP11-407A16.3	40.32	80284
